merchant_id,month,txn_count,txn_amount,dispute_count,dispute_amount,loss_amount,loss_fees,risk_tier,tenure_months,monthly_volume_usd,refund_rate,chargeback_rate,net_loss_usd,net_loss_rate
M0001,2025-11,20,1201.21,0.0,0.0,0.0,0.0,Low,6,29896.78,0.1007,0.0,0.0,0.0
M0001,2025-12,17,702.02,0.0,0.0,0.0,0.0,Low,6,29896.78,0.1007,0.0,0.0,0.0
M0002,2024-01,38,1578.15,1.0,76.6,76.6,15.77,Low,46,41962.97,0.0275,0.02631578947368421,92.36999999999999,0.058530557931755524
M0002,2024-02,26,912.28,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2024-03,29,1331.26,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2024-04,24,1092.25,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2024-05,29,1222.69,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2024-06,38,2171.7200000000003,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2024-07,37,2587.68,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2024-08,35,1185.24,1.0,75.18,75.18,15.75,Low,46,41962.97,0.0275,0.02857142857142857,90.93,0.0767186392629341
M0002,2024-09,32,1515.05,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2024-10,30,1542.22,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2024-11,27,978.4399999999999,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2024-12,25,1337.06,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2025-01,34,1544.44,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2025-02,25,1396.06,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2025-03,27,1074.83,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2025-04,27,1197.35,1.0,10.56,10.56,15.11,Low,46,41962.97,0.0275,0.037037037037037035,25.67,0.021439011149622086
M0002,2025-05,33,1787.38,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2025-06,26,1240.8899999999999,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2025-07,31,2010.57,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2025-08,35,1920.1,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2025-09,38,1795.65,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2025-10,33,1317.23,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2025-11,34,1301.01,0.0,0.0,0.0,0.0,Low,46,41962.97,0.0275,0.0,0.0,0.0
M0002,2025-12,26,860.64,1.0,32.28,0.0,0.0,Low,46,41962.97,0.0275,0.038461538461538464,0.0,0.0
M0003,2024-01,9,580.9,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2024-02,8,408.86,1.0,25.78,0.0,0.0,Low,39,13527.02,0.2033,0.125,0.0,0.0
M0003,2024-03,11,467.58,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2024-04,7,336.43,1.0,30.53,30.53,15.31,Low,39,13527.02,0.2033,0.14285714285714285,45.84,0.13625419849597242
M0003,2024-05,11,440.24,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2024-06,6,625.29,1.0,136.59,136.59,16.37,Low,39,13527.02,0.2033,0.16666666666666666,152.96,0.24462249516224474
M0003,2024-07,8,632.87,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2024-08,10,531.13,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2024-09,12,449.72,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2024-10,10,717.62,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2024-11,9,389.07,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2024-12,9,250.55,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-01,8,343.72,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-02,12,352.65,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-03,5,220.95,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-04,4,81.53,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-05,6,208.76999999999998,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-06,5,227.52,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-07,5,463.24,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-08,9,344.28000000000003,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-09,5,158.7,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-10,5,581.88,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-11,11,551.07,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0003,2025-12,6,227.89999999999998,0.0,0.0,0.0,0.0,Low,39,13527.02,0.2033,0.0,0.0,0.0
M0004,2024-01,22,1198.96,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2024-02,14,712.53,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2024-03,16,1076.56,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2024-04,16,700.53,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2024-05,14,528.36,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2024-06,22,1279.6799999999998,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2024-07,15,951.25,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2024-08,13,1039.8799999999999,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2024-09,18,884.42,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2024-10,9,467.76,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2024-11,14,532.26,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2024-12,23,1491.0,1.0,15.01,0.0,0.0,Low,26,22604.05,0.0664,0.043478260869565216,0.0,0.0
M0004,2025-01,12,651.5,1.0,17.26,0.0,0.0,Low,26,22604.05,0.0664,0.08333333333333333,0.0,0.0
M0004,2025-02,15,958.52,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2025-03,15,581.62,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2025-04,21,1088.71,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2025-05,14,743.1,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2025-06,18,1270.95,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2025-07,20,1271.17,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2025-08,16,712.26,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2025-09,18,572.3100000000001,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2025-10,16,892.35,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2025-11,19,785.44,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0004,2025-12,22,1063.88,0.0,0.0,0.0,0.0,Low,26,22604.05,0.0664,0.0,0.0,0.0
M0005,2024-01,43,1835.1399999999999,1.0,10.69,0.0,0.0,Medium,26,60766.9,0.3188,0.023255813953488372,0.0,0.0
M0005,2024-02,27,1928.29,0.0,0.0,0.0,0.0,Medium,26,60766.9,0.3188,0.0,0.0,0.0
M0005,2024-03,39,2013.5,0.0,0.0,0.0,0.0,Medium,26,60766.9,0.3188,0.0,0.0,0.0
M0005,2024-04,40,1820.5700000000002,3.0,179.37,115.0,31.15,Medium,26,60766.9,0.3188,0.075,146.15,0.08027705608682995
M0005,2024-05,38,1677.0,2.0,44.53,44.53,30.45,Medium,26,60766.9,0.3188,0.05263157894736842,74.98,0.044710793082886106
M0005,2024-06,47,2178.25,0.0,0.0,0.0,0.0,Medium,26,60766.9,0.3188,0.0,0.0,0.0
M0005,2024-07,44,1774.47,0.0,0.0,0.0,0.0,Medium,26,60766.9,0.3188,0.0,0.0,0.0
M0005,2024-08,53,2139.87,1.0,21.12,21.12,15.21,Medium,26,60766.9,0.3188,0.018867924528301886,36.33,0.016977666867613452
M0005,2024-09,34,1611.95,1.0,19.05,19.05,15.19,Medium,26,60766.9,0.3188,0.029411764705882353,34.24,0.02124135364000124
M0005,2024-10,46,2749.04,2.0,126.41,0.0,0.0,Medium,26,60766.9,0.3188,0.043478260869565216,0.0,0.0
M0005,2024-11,31,1615.1200000000001,1.0,27.36,0.0,0.0,Medium,26,60766.9,0.3188,0.03225806451612903,0.0,0.0
M0005,2024-12,38,1976.1,1.0,10.73,0.0,0.0,Medium,26,60766.9,0.3188,0.02631578947368421,0.0,0.0
M0005,2025-01,42,1998.56,0.0,0.0,0.0,0.0,Medium,26,60766.9,0.3188,0.0,0.0,0.0
M0005,2025-02,33,1780.43,3.0,96.36000000000001,83.66000000000001,30.83,Medium,26,60766.9,0.3188,0.09090909090909091,114.49000000000001,0.06430469043994991
M0005,2025-03,45,2774.62,1.0,38.61,38.61,15.39,Medium,26,60766.9,0.3188,0.022222222222222223,54.0,0.01946212454318069
M0005,2025-04,41,1731.15,1.0,32.94,32.94,15.33,Medium,26,60766.9,0.3188,0.024390243902439025,48.269999999999996,0.027883199029546828
M0005,2025-05,47,1999.82,1.0,11.85,11.85,15.12,Medium,26,60766.9,0.3188,0.02127659574468085,26.97,0.01348621375923833
M0005,2025-06,46,2477.01,2.0,32.72,10.69,15.11,Medium,26,60766.9,0.3188,0.043478260869565216,25.799999999999997,0.010415783545484272
M0005,2025-07,42,1791.9,3.0,188.44,109.81,16.1,Medium,26,60766.9,0.3188,0.07142857142857142,125.91,0.07026619789050728
M0005,2025-08,42,2063.04,1.0,17.75,17.75,15.18,Medium,26,60766.9,0.3188,0.023809523809523808,32.93,0.015961881495269118
M0005,2025-09,43,2391.77,1.0,121.82,121.82,16.22,Medium,26,60766.9,0.3188,0.023255813953488372,138.04,0.057714579579140134
M0005,2025-10,48,2564.67,0.0,0.0,0.0,0.0,Medium,26,60766.9,0.3188,0.0,0.0,0.0
M0005,2025-11,34,1683.78,0.0,0.0,0.0,0.0,Medium,26,60766.9,0.3188,0.0,0.0,0.0
M0005,2025-12,36,2101.71,0.0,0.0,0.0,0.0,Medium,26,60766.9,0.3188,0.0,0.0,0.0
M0006,2024-01,14,684.45,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2024-02,8,405.54,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2024-03,15,638.86,1.0,13.7,0.0,0.0,Low,51,16085.38,0.35,0.06666666666666667,0.0,0.0
M0006,2024-04,10,392.76,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2024-05,12,944.17,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2024-06,13,473.61,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2024-07,10,458.47,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2024-08,11,800.77,2.0,87.16,0.0,0.0,Low,51,16085.38,0.35,0.18181818181818182,0.0,0.0
M0006,2024-09,13,750.03,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2024-10,11,756.99,1.0,7.52,0.0,0.0,Low,51,16085.38,0.35,0.09090909090909091,0.0,0.0
M0006,2024-11,7,169.91,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2024-12,10,561.69,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2025-01,6,350.96000000000004,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2025-02,6,389.2,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2025-03,12,358.75,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2025-04,14,670.35,1.0,55.43,55.43,15.55,Low,51,16085.38,0.35,0.07142857142857142,70.98,0.10588498545535914
M0006,2025-05,9,473.99,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2025-06,11,592.56,3.0,134.06,70.82,30.71,Low,51,16085.38,0.35,0.2727272727272727,101.53,0.17134129877143245
M0006,2025-07,9,452.85999999999996,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2025-08,8,279.75,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2025-09,9,494.53,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2025-10,9,489.71000000000004,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2025-11,13,996.16,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0006,2025-12,10,455.0,0.0,0.0,0.0,0.0,Low,51,16085.38,0.35,0.0,0.0,0.0
M0007,2024-01,11,385.66999999999996,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2024-02,11,545.21,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2024-03,9,351.46000000000004,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2024-04,13,565.84,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2024-05,18,809.29,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2024-06,10,578.33,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2024-07,13,679.87,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2024-08,9,515.6800000000001,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2024-09,6,450.11,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2024-10,17,857.16,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2024-11,9,680.02,2.0,80.84,80.84,30.81,High,6,19683.27,0.1304,0.2222222222222222,111.65,0.16418634746036884
M0007,2024-12,15,745.36,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2025-01,16,505.48,1.0,62.9,62.9,15.63,High,6,19683.27,0.1304,0.0625,78.53,0.15535728416554562
M0007,2025-02,7,269.4,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2025-03,12,385.88,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2025-04,18,793.04,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2025-05,15,696.38,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2025-06,13,613.99,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2025-07,19,923.86,1.0,15.15,0.0,0.0,High,6,19683.27,0.1304,0.05263157894736842,0.0,0.0
M0007,2025-08,19,924.8199999999999,2.0,74.82,74.82,30.75,High,6,19683.27,0.1304,0.10526315789473684,105.57,0.11415194308081572
M0007,2025-09,10,576.68,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2025-10,14,545.6,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2025-11,14,575.98,0.0,0.0,0.0,0.0,High,6,19683.27,0.1304,0.0,0.0,0.0
M0007,2025-12,21,1470.28,1.0,86.03,86.03,15.86,High,6,19683.27,0.1304,0.047619047619047616,101.89,0.06929972522240661
M0008,2024-01,31,1556.86,2.0,88.19999999999999,32.58,15.33,Medium,42,30069.55,0.1107,0.06451612903225806,47.91,0.030773479953239213
M0008,2024-02,19,798.34,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2024-03,18,879.1,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2024-04,16,632.51,2.0,92.92999999999999,62.94,15.63,Medium,42,30069.55,0.1107,0.125,78.57,0.12421937993075208
M0008,2024-05,27,1106.1299999999999,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2024-06,22,1291.15,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2024-07,22,1034.34,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2024-08,11,384.77,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2024-09,25,1247.81,1.0,45.54,0.0,0.0,Medium,42,30069.55,0.1107,0.04,0.0,0.0
M0008,2024-10,21,1388.26,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2024-11,15,635.03,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2024-12,23,1462.77,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2025-01,18,793.6,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2025-02,21,977.33,1.0,26.36,26.36,15.26,Medium,42,30069.55,0.1107,0.047619047619047616,41.62,0.04258541127357187
M0008,2025-03,21,1207.6100000000001,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2025-04,11,568.62,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2025-05,33,1744.13,1.0,44.45,0.0,0.0,Medium,42,30069.55,0.1107,0.030303030303030304,0.0,0.0
M0008,2025-06,13,600.89,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2025-07,20,728.91,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2025-08,15,928.45,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2025-09,19,726.77,1.0,23.36,0.0,0.0,Medium,42,30069.55,0.1107,0.05263157894736842,0.0,0.0
M0008,2025-10,24,1052.2,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0008,2025-11,25,1515.8,1.0,88.09,0.0,0.0,Medium,42,30069.55,0.1107,0.04,0.0,0.0
M0008,2025-12,23,1018.52,0.0,0.0,0.0,0.0,Medium,42,30069.55,0.1107,0.0,0.0,0.0
M0009,2024-01,23,1153.94,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2024-02,23,1445.69,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2024-03,22,1096.12,1.0,38.56,38.56,15.39,Low,12,38524.56,0.109,0.045454545454545456,53.95,0.049219063606174514
M0009,2024-04,24,898.35,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2024-05,27,961.85,2.0,69.77,29.04,15.29,Low,12,38524.56,0.109,0.07407407407407407,44.33,0.04608826740136195
M0009,2024-06,28,1226.45,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2024-07,20,1061.6399999999999,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2024-08,34,1418.53,3.0,202.86,105.31,16.05,Low,12,38524.56,0.109,0.08823529411764706,121.36,0.08555335452898423
M0009,2024-09,15,832.86,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2024-10,24,1027.76,1.0,110.51,110.51,16.11,Low,12,38524.56,0.109,0.041666666666666664,126.62,0.12319996886432631
M0009,2024-11,32,2012.68,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2024-12,24,1162.38,1.0,18.82,18.82,15.19,Low,12,38524.56,0.109,0.041666666666666664,34.01,0.029258934255579065
M0009,2025-01,25,1232.93,1.0,57.44,57.44,15.57,Low,12,38524.56,0.109,0.04,73.00999999999999,0.059216662746465726
M0009,2025-02,28,1843.59,1.0,93.35,93.35,15.93,Low,12,38524.56,0.109,0.03571428571428571,109.28,0.059275652395597726
M0009,2025-03,37,2127.12,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2025-04,27,1321.68,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2025-05,22,963.5300000000001,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2025-06,26,1770.89,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2025-07,18,1031.1,1.0,68.07,68.07,15.68,Low,12,38524.56,0.109,0.05555555555555555,83.75,0.08122393560275434
M0009,2025-08,29,1524.02,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2025-09,32,1431.8,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2025-10,20,886.43,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0009,2025-11,21,1056.56,2.0,118.83,118.83,31.189999999999998,Low,12,38524.56,0.109,0.09523809523809523,150.01999999999998,0.14198909669114862
M0009,2025-12,23,1500.33,0.0,0.0,0.0,0.0,Low,12,38524.56,0.109,0.0,0.0,0.0
M0010,2024-01,11,552.4599999999999,0.0,0.0,0.0,0.0,Medium,6,27072.79,0.0214,0.0,0.0,0.0
M0010,2024-02,17,670.61,1.0,9.32,0.0,0.0,Medium,6,27072.79,0.0214,0.058823529411764705,0.0,0.0
M0010,2024-03,19,937.88,0.0,0.0,0.0,0.0,Medium,6,27072.79,0.0214,0.0,0.0,0.0
M0010,2024-04,19,656.22,1.0,35.05,35.05,15.35,Medium,6,27072.79,0.0214,0.05263157894736842,50.4,0.07680351101764651
M0010,2024-05,18,764.01,0.0,0.0,0.0,0.0,Medium,6,27072.79,0.0214,0.0,0.0,0.0
M0010,2024-06,20,840.6999999999999,0.0,0.0,0.0,0.0,Medium,6,27072.79,0.0214,0.0,0.0,0.0
M0010,2024-07,22,889.76,2.0,159.95,159.95,31.6,Medium,6,27072.79,0.0214,0.09090909090909091,191.54999999999998,0.21528277288257505
M0010,2024-08,27,1246.26,0.0,0.0,0.0,0.0,Medium,6,27072.79,0.0214,0.0,0.0,0.0
M0010,2024-09,15,833.11,1.0,8.59,8.59,15.09,Medium,6,27072.79,0.0214,0.06666666666666667,23.68,0.028423617529497906
